"genes" "log2FoldChange" "padj" "lfcSE" "stat" "baseMean"
"1" "m.7347" 8.83022463085918 1.15102823352773e-140 0.344424929024868 25.6375885911023 2755.95597518212
"2" "m.7348" 8.13220002513158 4.87447041830681e-135 0.323987066721029 25.1003847389188 2517.72268151768
"3" "m.32048" 10.4812458126864 2.63609025142112e-125 0.433542273352164 24.1758334928795 5817.29654934485
"4" "m.9111" 6.89308715171243 3.40943443742303e-108 0.306666001754736 22.4775068389399 2595.6279976006
"5" "m.4505" 6.49714538112291 2.80212318516707e-106 0.291732668573683 22.2708872917396 1040.64733696443
"6" "m.5163" 6.03168020552868 1.92850121115505e-95 0.285664589815389 21.1145532928203 871.825888274485
"7" "m.31891" 6.22977034993503 1.61579670743106e-94 0.296563302879296 21.0065449415048 2207.22948675087
"8" "m.5258" 6.31505521020466 1.33142114836413e-80 0.325207776312388 19.4185246177464 1459.21403388872
"9" "m.5784" 8.0924266959839 2.17163175234169e-77 0.425275698404926 19.028660058254 1185.99927408366
"10" "m.40705" 5.13093615945517 3.67520565329622e-76 0.271848233926716 18.8742670325324 1328.09474360128
"11" "m.13414" 5.78059919522632 9.20682895330102e-75 0.309152070776066 18.6982386393701 706.402599244799
"12" "m.7293" -4.7653771032953 7.14767554049614e-70 0.263527129198407 -18.0830608134751 841.13707824442
"13" "m.486" 9.43734323885154 2.66444055336382e-67 0.531706939382888 17.7491443873288 1497.71515463206
"14" "m.5031" 7.6117550656911 2.55548965178395e-61 0.448973440521606 16.9536867411309 751.248112558856
"15" "m.8288" -5.01822133108846 2.23144579277321e-58 0.30327617301697 -16.5467048768373 630.378629381779
"16" "m.8063" -10.2849789912457 4.96902402554251e-58 0.623538808329941 -16.4945290555251 1922.33777245832
"17" "m.38780" 2.23233259174325 1.05549141940444e-55 0.138106142448848 16.1638907014585 2204.44634737834
"18" "m.30975" 4.82637909659655 8.45460698646932e-54 0.303777462980943 15.8878774259147 2942.67647596168
"19" "m.5912" -3.48037888984636 8.44137171972335e-53 0.221123303827696 -15.7395391150556 1002.40721194244
"20" "m.2696" 1.86949170683608 8.48234866761507e-50 0.122248429099682 15.2925622079912 10421.2242972466
"21" "m.8472" -6.759149556747 2.83113979228425e-49 0.44436848712236 -15.2106860693878 532.656268171452
"22" "m.10100" -2.94321196871227 7.69413752639061e-46 0.200479766690203 -14.6808429464124 820.542415880864
"23" "m.18338" -2.7786594415497 2.91404224011852e-44 0.192570960981997 -14.4292754597069 3304.63500760162
"24" "m.8041" 5.87318301760419 3.75175058424055e-41 0.421812795939383 13.923672003654 487.151554732596
"25" "m.6024" -5.8796665090069 3.88301400087416e-38 0.438273333687057 -13.4155241879379 355.092839637969
"26" "m.2039" 5.97168658600811 1.1514019133867e-37 0.447928715269975 13.3317788800588 335.625662410531
"27" "m.1706" 2.29971269275517 1.00853900218572e-36 0.174669653534482 13.1660688976014 906.413688148721
"28" "m.9798" 3.24735126028953 5.57404671621003e-36 0.24915326174164 13.0335490596823 706.389558500008
"29" "m.4676" 6.03276965371387 6.30721817280417e-36 0.463387232481579 13.0188516878347 271.37040224125
"30" "m.31507" -3.75535341391488 6.30721817280417e-36 0.288412107540805 -13.020789750942 990.140750039755
"31" "m.5262" 3.52565847482331 1.11155037814861e-35 0.271769042823335 12.9729951513101 438.716060814577
"32" "m.20283" 9.21567967563017 4.14942457905966e-34 0.726209172217429 12.6901174319938 3220.45753935395
"33" "m.26902" 2.86904146868327 1.3840657121315e-33 0.227828428666651 12.5929915132809 880.604718998292
"34" "m.32070" 3.35108042747296 2.30197447157473e-32 0.270974696637361 12.3667651225665 695.84200213176
"35" "m.562" 7.70755335036588 4.59538604159854e-32 0.626184298087783 12.3087617717386 352.412702525673
"36" "m.2751" -1.57591110948882 7.1848673394225e-32 0.128432404020851 -12.2703543665894 5233.2047862627
"37" "m.3389" 3.37364680609111 8.95050419710278e-31 0.279688221649131 12.0621697481539 443.562692697618
"38" "m.33348" -3.18784686452878 1.31118094780024e-29 0.26931546420463 -11.8368504160853 575.539385677745
"39" "m.38819" 1.79213107643607 4.30345117921249e-29 0.152722853451102 11.7345311192071 13502.4585456342
"40" "m.2892" 5.04623185901646 6.62559634333918e-29 0.431456248708007 11.6958135943734 344.784735082382
"41" "m.25321" -2.83618997938331 6.71151341450967e-28 0.246722438503239 -11.4954683351432 393.136281433647
"42" "m.21971" 1.86214035508084 1.12878299891169e-27 0.162655062913395 11.4484008165938 15407.6780717015
"43" "m.43655" 6.62175749667591 5.64956076262401e-27 0.585692145987445 11.3058669849704 215.393417660334
"44" "m.17282" 1.46349147392902 7.97360971140739e-27 0.129816260844525 11.2735605263025 30867.7883943982
"45" "m.15303" 1.58976526101255 1.50986574265788e-26 0.141750505824099 11.2152351892509 2820.53298560594
"46" "m.586" 6.3855715130288 1.77145384021833e-26 0.570183927918 11.1991432945952 261.25952772176
"47" "m.2370" -3.90987423906191 3.73029066710351e-26 0.351258120349565 -11.131057227007 231.044719156567
"48" "m.7142" 1.40795801857393 4.14929815852284e-26 0.126618496078755 11.1196867928222 22904.9846306725
"49" "m.7376" -2.70067654930615 4.36204170994325e-26 0.243011173110984 -11.1133842725525 1659.64726654841
"50" "m.35254" 1.27211732222744 7.85997534085743e-26 0.115031265344068 11.0588831516583 15179.3140162655
"51" "m.2704" 1.47560241993698 1.33678243577606e-25 0.134031634602124 11.0093592778849 3520.24047690337
"52" "m.27339" -2.11898656305429 1.72582303651726e-25 0.19290578603737 -10.9845671640134 730.74140538346
"53" "m.21016" 4.77060338271832 1.72791298905877e-25 0.434372879201489 10.9827376688161 327.118934525151
"54" "m.7118" 2.23424119278038 2.63837611483673e-25 0.2041754383497 10.9427520314843 616.301480903877
"55" "m.506" 2.41707069312828 3.04990724562758e-25 0.221182627056713 10.927940974806 499.660929875443
"56" "m.28481" 5.12329345450243 1.20839212244473e-24 0.474351806743873 10.8006196701782 238.671989592465
"57" "m.2190" -2.68800175793548 1.9662680890229e-24 0.249949077480962 -10.7541975550609 628.389457029767
"58" "m.39553" 1.58334273065198 2.24124661886057e-24 0.147417745241449 10.7405165372642 1917.81104520232
"59" "m.21517" 2.08228820295227 6.59492705578712e-24 0.195725324980361 10.6388286909791 1920.99518806912
"60" "m.8500" -2.87116907982053 1.53595436515138e-23 0.271937899391448 -10.5581792249103 521.191633464046
"61" "m.9119" -3.39069671989908 2.8932530135144e-23 0.323015723945518 -10.4970020607139 317.590473865429
"62" "m.4553" 4.05645484873408 5.3067635313835e-23 0.388622770087717 10.4380266957041 384.71515581788
"63" "m.3024" 1.50665009045941 5.80936490822855e-23 0.144482446467163 10.427910983649 1998.7483785429
"64" "m.3765" -5.08357494177801 1.51892158523866e-22 0.491895595920899 -10.3346624444987 189.723210336117
"65" "m.42932" 2.33582839589649 6.49577053194689e-22 0.22916246189065 10.1928927479016 1196.06067899629
"66" "m.26433" 2.2320079886205 8.95062965277886e-22 0.219681474846844 10.1602012194091 483.531081267327
"67" "m.18617" 2.492668167432 1.09600632997405e-21 0.245850309243808 10.138966979944 20981.7828278118
"68" "m.8085" 1.63620159050168 1.57184160395341e-21 0.161964440323255 10.1022272990051 4370.3978749175
"69" "m.23517" -1.29946501125804 2.30022753121848e-21 0.129127946772124 -10.0633909524733 3443.06187962083
"70" "m.7519" 1.42440748149602 2.42915195938674e-21 0.141638992820859 10.0566055513934 6440.56363866263
"71" "m.36472" 3.2790386998914 2.59364976922879e-21 0.32631300556 10.0487527129484 496.775315067762
"72" "m.4538" 5.59262841888971 3.14985239474478e-21 0.557689876713488 10.0282050157473 235.951323214571
"73" "m.35568" 3.17821355400699 3.18462592918713e-21 0.31700480493107 10.025758299462 528.191705366376
"74" "m.22986" 2.94690025798654 4.02588583938421e-21 0.294653780076411 10.0012301122434 258.709576187875
"75" "m.1982" 5.70822811029391 4.22159588529658e-21 0.571096990227388 9.99519907821808 154.255364192218
"76" "m.43695" 5.53616906992784 4.26250834105606e-21 0.554008534891553 9.99293101325873 172.784156910068
"77" "m.4420" -2.09108408821599 4.56259009399954e-21 0.20942483764967 -9.98489057785016 8393.9586501626
"78" "m.6112" 5.32564188103524 4.99175551550156e-21 0.533915519844241 9.97469015807761 195.374604931389
"79" "m.25822" 2.08989924052607 9.83717393883889e-21 0.210976346996626 9.90584617791058 716.700924445542
"80" "m.4659" 3.7046688016662 1.47963184025076e-20 0.3755861291557 9.86369973245318 548.968053652137
"81" "m.2043" 4.88886349493741 2.09645562536065e-20 0.49747207615688 9.82741289260965 168.05701982318
"82" "m.9335" 2.09741971879632 3.20266231419674e-20 0.214385652576407 9.78339592034406 1348.74079018857
"83" "m.18528" 3.56271924371059 3.52612794222617e-20 0.364568469209496 9.77242834915411 395.115667148386
"84" "m.1548" 1.15790993970509 3.6808283043564e-20 0.118554928594141 9.76686463764882 8667.67465890529
"85" "m.18615" 2.42988491070365 4.14870144871628e-20 0.249128779197791 9.75352955418486 11876.5905431627
"86" "m.19591" 3.83707213073155 1.2082423135068e-19 0.397902283736211 9.64325234502883 305.508635838538
"87" "m.29624" 2.8696724684357 1.85095923513413e-19 0.298980515603566 9.59819225223608 776.652732103539
"88" "m.14232" -1.97671431164792 2.60024340746251e-19 0.206728055417441 -9.56190637819521 2224.61136878321
"89" "m.6094" 1.21047176030371 3.26064757680841e-19 0.126919913294967 9.53728795488955 4266.7554434821
"90" "m.4728" 6.29057408686855 3.4422520936424e-19 0.660046313571169 9.5305040836203 174.747399726187
"91" "m.1313" 5.14209567844715 3.7193240977345e-19 0.540061425309957 9.52131634933185 122.637603709212
"92" "m.29363" 2.19774309896299 6.22035259772862e-19 0.232184408982892 9.46550678656864 937.457720246439
"93" "m.424" 4.78851171833929 6.22035259772862e-19 0.505893179248419 9.46546013024596 137.270337841977
"94" "m.19165" -2.2311140451455 8.64369571171023e-19 0.236600111533769 -9.4298943085116 1007.6474541177
"95" "m.17287" 2.27762020814235 9.12908093609314e-19 0.241707294323824 9.42305119303077 500.931750316313
"96" "m.6281" 3.20476026021699 1.04971769043584e-18 0.340668048787375 9.4072815798972 1299.26769946614
"97" "m.19477" 2.50432660012186 1.17793205808387e-18 0.266585985791016 9.39406695626178 506.80063152862
"98" "m.3747" -1.1374934567961 1.2563009656088e-18 0.121187823923324 -9.38620250757035 7750.64545002549
"99" "m.12248" 4.82435426915777 2.42507257999811e-18 0.517880594732577 9.31557258222614 120.571258177069
"100" "m.517" 6.4261844834187 2.68987300595783e-18 0.690727819020094 9.30349742179959 168.984898718937
"101" "m.1793" 3.48492846015424 2.90111114818446e-18 0.374949252507939 9.29440034043127 220.416859643998
"102" "m.1791" 5.39212515259854 3.50663480562484e-18 0.581476470505134 9.27316138504168 144.615737756453
"103" "m.8494" 1.33272642553918 3.91491931451268e-18 0.143917205192698 9.26036900004225 3859.9550498497
"104" "m.10022" -3.08104671437465 4.31708607672733e-18 0.333126110291364 -9.24888989241899 418.844593868352
"105" "m.17117" 1.57075147729858 4.40887105839823e-18 0.169891463845517 9.24561741799382 1186.25858471806
"106" "m.3442" 3.00223497797843 5.51849832432267e-18 0.325602067756942 9.22056484057579 296.992220137649
"107" "m.29616" -3.17906950563249 7.43894609220404e-18 0.346021863827253 -9.18748159572831 291.694505519935
"108" "m.37893" -2.35220028989189 9.43247330769988e-18 0.256765301191848 -9.1608962697588 809.797908438178
"109" "m.8358" 1.37346877749185 9.90449063830516e-18 0.150029947633917 9.1546307864028 17212.0596771927
"110" "m.22355" 1.16113845967764 2.11904101369706e-17 0.128003429620786 9.071151164602 4823.3655796743
"111" "m.38846" -13.2046294148973 2.22155442201048e-17 1.45665811480595 -9.06501620433862 891.188505044809
"112" "m.19919" -1.54780896843399 2.24948328455509e-17 0.170789393948012 -9.06267615719243 956.953647203085
"113" "m.1634" -1.55342920814134 2.85082918316737e-17 0.17191873909314 -9.03583411753469 5613.4864010832
"114" "m.39127" 2.14007910401434 3.44641888527079e-17 0.237414716593821 9.01409623934844 2540.08094887308
"115" "m.13713" -4.77969917402199 3.76854361460524e-17 0.530880802687954 -9.00333775457962 168.473985402206
"116" "m.38855" -13.1037982017971 3.81428900036537e-17 1.45580561554283 -9.00106309653926 831.269374791343
"117" "m.7009" -2.10763440280012 3.83780568245452e-17 0.234196017703188 -8.99944594903942 535.082091548434
"118" "m.7940" 1.8286258925667 4.08409846369237e-17 0.203368679296863 8.99167904757551 9072.02502637272
"119" "m.30327" 2.52987103663855 4.92221405887156e-17 0.282030126804699 8.97021557697076 491.301591929748
"120" "m.10863" 3.8207591151308 5.09004622727497e-17 0.426157670555234 8.96559977473312 173.255048283527
"121" "m.43598" 6.41629394927471 5.09968963631419e-17 0.715746633024549 8.96447660837916 126.385167575568
"122" "m.7975" 2.34838871322661 5.39473031506974e-17 0.262173965231198 8.95736810157972 1081.90533378429
"123" "m.544" 8.25737963319699 5.75371756945687e-17 0.922678388617826 8.94935844933635 222.517113166703
"124" "m.20113" 2.12252498465985 6.19133288269275e-17 0.237409134443072 8.94036781541279 483.390579642319
"125" "m.726" 4.40898027794775 6.3379741886559e-17 0.493345992766017 8.93689285531267 136.848794058105
"126" "m.7186" 4.24772580341408 8.11500908420582e-17 0.476809321247249 8.90864673597986 288.298763875727
"127" "m.13368" -2.46590400303191 9.42544990030807e-17 0.277343529665842 -8.89115389135979 650.023779524244
"128" "m.45" 5.63223891411689 1.01997641141753e-16 0.634153591231234 8.88150598214177 130.902435808055
"129" "m.16232" 1.40626426852857 1.04429182212036e-16 0.158398419253611 8.87801958602254 1788.99956650619
"130" "m.35252" 1.47809077336164 1.46263684624847e-16 0.167212487901902 8.83959560621325 1172.9091137042
"131" "m.11628" 3.88945270596 1.67985658588891e-16 0.440818427587807 8.82325343621272 215.20133245066
"132" "m.19067" -2.11260735739666 2.01762706110878e-16 0.240018037790711 -8.80186912968095 397.481168636988
"133" "m.43589" -3.20143977526493 2.43494662497117e-16 0.364632752516413 -8.77990184143106 190.669270334747
"134" "m.2022" 7.57473337616427 2.49938838860664e-16 0.863107255307283 8.77612061489104 186.220142082557
"135" "m.38386" -1.58177769047135 2.8776166291713e-16 0.180580339096118 -8.75941256057457 785.909028513654
"136" "m.17281" 1.09722190858045 3.30505920583522e-16 0.125497856802996 8.7429533581824 46401.9164125413
"137" "m.1642" 1.95355867476598 3.50594612438997e-16 0.223635494967705 8.73545889952795 8668.39834629561
"138" "m.8365" -2.17408860648506 3.8036530997691e-16 0.249167243965283 -8.72541900727521 726.047048975015
