"genes" "log2FoldChange" "padj" "lfcSE" "stat" "baseMean"
"1" "SMEST068770001.1.p1" -9.62371677789335 2.8492242641944e-219 0.301545371938646 -31.9146558808783 5013.71830204231
"2" "SMEST003216001.1.p1" -2.68401753524258 7.74141640214888e-126 0.110740893726342 -24.2369141599597 5819.02391384762
"3" "SMEST020111001.1.p1" -6.67382072908149 3.02421095036943e-55 0.412049157061262 -16.1966615262102 364.449487455206
"4" "SMEST010020001.1.p1" -12.1375569900698 2.29509358079449e-43 0.843049051542823 -14.3972132675524 3397.37585872577
"5" "SMEST054032001.1.p1" -7.1999321219842 1.77251376828841e-38 0.530152622407227 -13.5808667498276 2739.4835914044
"6" "SMEST010389001.1.p1" -8.04607824444527 1.74281635797045e-36 0.608311520419315 -13.2269042659245 1859.06580601314
"7" "SMEST041912001.1.p1" -4.44994991093376 5.4414390804432e-36 0.338931059541745 -13.1293659452467 200.088100142823
"8" "SMEST053385001.1.p1" -7.72935749385158 2.01505594297084e-35 0.593668405022511 -13.0196544543389 1468.02815376497
"9" "MSTRG.3766.3.p1" -15.215774915255 2.05128464020423e-34 1.18575546221119 -12.8321356301246 10630.5956850416
"10" "SMEST017161001.1.p1" -8.1867281136189 4.1845211256594e-33 0.6503552845107 -12.5880857872605 718.128058723036
"11" "SMEST053358001.1.p1" -8.22069628558866 6.03436980048906e-33 0.654951654641973 -12.5516077825354 1982.81582710176
"12" "SMEST010015002.1.p1" -10.5254145103087 1.59941285977741e-32 0.844244186768838 -12.4672632341035 1052.72202493001
"13" "SMEST072456001.1.p1" -12.5609888118368 6.77237552233141e-31 1.03309877664902 -12.1585554990007 3065.34372674712
"14" "SMEST070597003.1.p1" -2.61096840514731 5.65132246584022e-30 0.217983309946973 -11.9778363113325 281.076374259029
"15" "SMEST077439001.1.p1" -5.19356291081585 1.20157397535769e-29 0.436090273392517 -11.9093757134574 1153.90036460982
"16" "SMEST048714001.1.p1" -2.30394928416022 2.07568104368685e-28 0.197528079188822 -11.663907701739 399.48691209021
"17" "SMEST026362002.1.p1" -4.2759229672725 1.03034119067245e-27 0.37112502347493 -11.5215161921339 90.9517114009601
"18" "SMEST026376001.1.p1" -4.5283227459985 1.67561408862287e-27 0.394638779365041 -11.4746015414005 91.7218178780868
"19" "MSTRG.3765.1.p2" -13.5836605489926 1.98806797902729e-27 1.18627620043515 -11.4506727387853 1708.34037359675
"20" "SMEST037374003.1.p1" -1.27597368223019 1.98806797902729e-27 0.111423438031364 -11.451573428124 1333.48860052571
"21" "SMEST077449001.1.p1" -6.74814636632496 3.37374311051695e-26 0.602605924864628 -11.1982741753508 193.319993308115
"22" "MSTRG.22788.4.p1" -2.0241075755733 4.14885744936185e-26 0.181115132061717 -11.1758059778438 427.065213985067
"23" "SMEST060332001.1.p1" -7.43243444418941 4.25582525721493e-26 0.665416470186594 -11.1695979543537 272.481582434945
"24" "SMEST057736001.1.p1" -6.63435877620169 1.62293166582379e-25 0.600598375113456 -11.046248293543 305.379857443592
"25" "SMEST050423001.1.p1" -8.26224621705944 1.61515336289471e-24 0.762605779556113 -10.8342297403891 1808.78649898417
"26" "SMEST073664001.1.p1" -2.92774036386796 5.53799379591844e-24 0.273180666905064 -10.7172311900293 98.665187204699
"27" "SMEST043642001.1.p1" -4.41119018742584 2.17507468074055e-23 0.416684968362131 -10.5863914524322 284.238824959826
"28" "SMEST017157001.1.p1" -7.37800436046134 8.46418746322707e-23 0.705694969347277 -10.4549482154953 401.183152319018
"29" "SMEST035898001.1.p1" -1.20794834434459 2.05954728075105e-22 0.116519024432279 -10.3669623928808 1458.90497518451
"30" "SMEST053360001.1.p1" -7.86117541906567 5.01847893129416e-22 0.764838558284561 -10.2782153618109 2609.74548408885
"31" "SMEST032289001.1.p1" -7.05981241940843 1.11592442321083e-21 0.692293900424037 -10.1977099828328 268.373382530684
"32" "SMEST001687001.1.p1" -4.96224510502007 2.46570336637113e-21 0.490471320428826 -10.1172992147258 80.9843419747486
"33" "MSTRG.22180.4.p1" -2.14647678463516 3.6223639197803e-21 0.213079130236933 -10.0736134141733 218.992947468968
"34" "SMEST033798001.1.p1" -4.48783379815853 3.6223639197803e-21 0.445396950756843 -10.0760317072952 59.1049391288118
"35" "SMEST072086001.1.p1" -5.84560992936489 3.02293138375308e-20 0.59286471385057 -9.85993902622153 88.3641633759981
"36" "SMEST001671001.1.p1" -4.12482241528092 3.09709119443552e-20 0.418565014586183 -9.85467554988787 491.346891128858
"37" "SMEST008282003.1.p1" -1.48465072526718 5.10971846532629e-20 0.151472040382648 -9.80148363695814 337.212665732183
