"genes" "log2FoldChange" "padj" "lfcSE" "stat" "baseMean"
"1" "SMEST072127001.1.p1" -4.00011368577828 0.000275427497530081 0.719116386384841 -5.56254003039445 4487.74042939212
"2" "SMEST078297002.1.p1" 1.04556330367318 0.000275427497530081 0.18838945849728 5.55000960251859 82.5240125869839
"3" "SMEST022050002.1.p1" 0.379404087602223 0.354056304582049 0.0940760024854587 4.03295290593228 1175.52053435894
"4" "SMEST000960001.1.p1" -0.583498376958088 0.443011509681469 0.154012866352612 -3.7886339679061 471.848735058226
"5" "SMEST013147001.1.p1" 0.898106764412716 0.443011509681469 0.237429264424055 3.78262876141785 65.3666986436619
"6" "SMEST015041001.1.p1" 0.431210124757194 0.443011509681469 0.112350477945212 3.83808002105229 620.983278376005
"7" "SMEST035755001.1.p1" -0.258483124343583 0.443011509681469 0.0686314949595713 -3.76624645136825 28889.3702410807
"8" "SMEST040086001.1.p1" -0.277100583100908 0.443011509681469 0.0740846707008086 -3.74032280200017 1076.11930202848
"9" "MSTRG.4809.1.p1" 0.259237942492121 0.956363205100546 0.0744307413905287 3.48294182818807 884.976841931198
"10" "SMEST049450001.1.p1" -0.253018985856438 0.956363205100546 0.0722181599457126 -3.50353686727322 828.838310019399
"11" "MSTRG.1001.3.p2" -0.168550814432431 1 0.4927383019453 -0.342069641769278 9.55252529672245
"12" "MSTRG.10021.1.p1" -0.153157748590249 1 0.319641366889754 -0.479154966957308 455.901078816938
"13" "MSTRG.10022.3.p1" -0.400841681452761 1 0.302020106717506 -1.32720197277358 48.4244022194841
"14" "MSTRG.10025.1.p1" -0.0985880043433057 1 0.0829956369816601 -1.18786972338186 2527.08167613053
"15" "MSTRG.10026.2.p1" 0.162012635269187 1 0.220101139142698 0.736082674993107 62.6082598600134
"16" "MSTRG.10032.1.p2" -0.0342183708681326 1 0.693029295690443 -0.049375071271759 6.31881330820678
"17" "MSTRG.10036.2.p1" 0.383521427456847 1 0.338220438873199 1.13393924014341 391.198733182206
"18" "MSTRG.10048.1.p1" 0.0347535489339188 1 0.0935115860766719 0.371649657459812 2174.29610536107
"19" "MSTRG.10051.1.p1" 0.227652452660672 1 0.670540537214072 0.339505876268884 6.78706215689071
"20" "MSTRG.10053.1.p1" 0.118944626065784 1 0.152285158321519 0.781065123987045 240.431050392287
"21" "MSTRG.10056.1.p2" 0.065264269280076 1 0.784396985937128 0.08320311073366 3.00160138433361
"22" "MSTRG.10065.1.p1" -0.0708802964619304 1 0.181185928843493 -0.391201992971299 102.462112667925
